demand_mult,supply_mult,imbalance,edge_pct,side,agent_pnl_usd
0.4,0.4,0.0,-9.648911009753828,buy_protocol_sell_market,0.0
0.4,0.5,-0.19999999999999996,-13.624358925324671,buy_protocol_sell_market,9.290549249884963
0.4,0.6000000000000001,-0.3333333333333335,-16.676217931217412,buy_protocol_sell_market,11.959269931974026
0.4,0.7000000000000001,-0.4285714285714286,-19.052799863840676,buy_protocol_sell_market,14.037489582365636
0.4,0.8,-0.5,-20.942797133534604,buy_protocol_sell_market,15.690211675026202
0.4,0.9000000000000001,-0.5555555555555556,-22.476534755282607,buy_protocol_sell_market,17.031399883312925
0.4,1.0,-0.6,-23.74368089223223,buy_protocol_sell_market,18.139465195759268
0.4,1.1,-0.6363636363636364,-24.806986270100918,buy_protocol_sell_market,19.069280448631545
0.4,1.2000000000000002,-0.6666666666666667,-25.71132683024204,buy_protocol_sell_market,19.860087740790387
0.4,1.3000000000000003,-0.6923076923076923,-26.48949860261036,buy_protocol_sell_market,20.540565803219668
0.4,1.4000000000000004,-0.7142857142857144,-27.16595887520972,buy_protocol_sell_market,21.132101492323176
0.4,1.5000000000000004,-0.7333333333333334,-27.75928484735429,buy_protocol_sell_market,21.650939777455434
0.4,1.6,-0.75,-28.2838231139921,buy_protocol_sell_market,22.109626144689482
0.4,1.7000000000000002,-0.7647058823529412,-28.750819443331817,buy_protocol_sell_market,22.517994539219565
0.4,1.8000000000000003,-0.7777777777777778,-29.169208013819357,buy_protocol_sell_market,22.883857519473185
0.4,1.9000000000000004,-0.7894736842105263,-29.546172989600286,buy_protocol_sell_market,23.213497330928195
0.4,2.0000000000000004,-0.8,-29.887554943568976,buy_protocol_sell_market,23.51202130575439
0.4,2.1000000000000005,-0.8095238095238095,-30.198149616832488,buy_protocol_sell_market,23.7836231152366
0.4,2.2,-0.8181818181818181,-30.481930702546112,buy_protocol_sell_market,24.031777584747584
0.5,0.4,0.25,-4.5666622540524635,buy_protocol_sell_market,1.3699793965465459
0.5,0.5,0.0,-9.648911009753828,buy_protocol_sell_market,0.0
0.5,0.6000000000000001,-0.16666666666666685,-12.91158922329048,buy_protocol_sell_market,7.2227187596949
0.5,0.7000000000000001,-0.2857142857142858,-15.549390290749496,buy_protocol_sell_market,10.97390716670215
0.5,0.8,-0.375,-17.695804872947615,buy_protocol_sell_market,12.850855274982809
0.5,0.9000000000000001,-0.44444444444444453,-19.46483178894107,buy_protocol_sell_market,14.397793947040809
0.5,1.0,-0.5,-20.942797133534604,buy_protocol_sell_market,15.690211675026202
0.5,1.1,-0.5454545454545454,-22.193525018316933,buy_protocol_sell_market,16.783919925420197
0.5,1.2000000000000002,-0.5833333333333335,-23.264318170089535,buy_protocol_sell_market,17.720282917569286
0.5,1.3000000000000003,-0.6153846153846154,-24.190624740728353,buy_protocol_sell_market,18.530298550088876
0.5,1.4000000000000004,-0.642857142857143,-24.999376639219115,buy_protocol_sell_market,19.237517630004962
0.5,1.5000000000000004,-0.6666666666666667,-25.71132683024204,buy_protocol_sell_market,19.860087740790387
0.5,1.6,-0.6875,-26.342686436467265,buy_protocol_sell_market,20.412184818576584
0.5,1.7000000000000002,-0.7058823529411765,-26.90628164041676,buy_protocol_sell_market,20.905024813544255
0.5,1.8000000000000003,-0.7222222222222223,-27.41238128345346,buy_protocol_sell_market,21.34758738998112
0.5,1.9000000000000004,-0.736842105263158,-27.869296822745287,buy_protocol_sell_market,21.747140563086923
0.5,2.0000000000000004,-0.75,-28.2838231139921,buy_protocol_sell_market,22.109626144689482
0.5,2.1000000000000005,-0.761904761904762,-28.661566470739864,buy_protocol_sell_market,22.439946617138578
0.5,2.2,-0.7727272727272727,-29.007191853325168,buy_protocol_sell_market,22.74218128950691
0.6000000000000001,0.4,0.5000000000000002,1.6449751140269475,sell_protocol_buy_market,0.0
0.6000000000000001,0.5,0.20000000000000018,-5.673463094182985,buy_protocol_sell_market,2.337829578126554
0.6000000000000001,0.6000000000000001,0.0,-9.648911009753828,buy_protocol_sell_market,0.0
0.6000000000000001,0.7000000000000001,-0.1428571428571428,-12.414760672720552,buy_protocol_sell_market,5.880576507558708
0.6000000000000001,0.8,-0.2499999999999999,-14.731159765455155,buy_protocol_sell_market,10.25839943146494
0.6000000000000001,0.9000000000000001,-0.33333333333333326,-16.676217931217412,buy_protocol_sell_market,11.959269931974026
0.6000000000000001,1.0,-0.3999999999999999,-18.322615552817446,buy_protocol_sell_market,13.398974510469444
0.6000000000000001,1.1,-0.4545454545454545,-19.729404409492037,buy_protocol_sell_market,14.629151432106648
0.6000000000000001,1.2000000000000002,-0.5,-20.942797133534604,buy_protocol_sell_market,15.690211675026202
0.6000000000000001,1.3000000000000003,-0.5384615384615384,-21.998675244515294,buy_protocol_sell_market,16.613532099429296
0.6000000000000001,1.4000000000000004,-0.5714285714285715,-22.92498939199408,buy_protocol_sell_market,17.423554357572645
0.6000000000000001,1.5000000000000004,-0.6000000000000001,-23.74368089223223,buy_protocol_sell_market,18.139465195759268
0.6000000000000001,1.6,-0.625,-24.472136547216095,buy_protocol_sell_market,18.77646863159509
0.6000000000000001,1.7000000000000002,-0.6470588235294117,-25.124270542685263,buy_protocol_sell_market,19.346732027722346
0.6000000000000001,1.8000000000000003,-0.6666666666666666,-25.711326830242022,buy_protocol_sell_market,19.860087740790373
0.6000000000000001,1.9000000000000004,-0.6842105263157895,-26.24247666087107,buy_protocol_sell_market,20.324555639061835
0.6000000000000001,2.0000000000000004,-0.7,-26.725266828910357,buy_protocol_sell_market,20.746735072668667
0.6000000000000001,2.1000000000000005,-0.7142857142857143,-27.16595887520972,buy_protocol_sell_market,21.132101492323176
0.6000000000000001,2.2,-0.7272727272727273,-27.569788164843974,buy_protocol_sell_market,21.48523300174067
0.7000000000000001,0.4,0.7500000000000002,8.98600109448446,sell_protocol_buy_market,5.234502935100498
0.7000000000000001,0.5,0.40000000000000013,-0.9752064666901927,buy_protocol_sell_market,0.0
0.7000000000000001,0.6000000000000001,0.16666666666666674,-6.38623279621714,buy_protocol_sell_market,2.467596930314679
0.7000000000000001,0.7000000000000001,0.0,-9.648911009753828,buy_protocol_sell_market,0.0
0.7000000000000001,0.8,-0.12499999999999989,-12.048861811057243,buy_protocol_sell_market,4.945527590295372
0.7000000000000001,0.9000000000000001,-0.2222222222222222,-14.110693182111666,buy_protocol_sell_market,9.7158278381126
0.7000000000000001,1.0,-0.29999999999999993,-15.88313615008082,buy_protocol_sell_market,11.265753702089047
0.7000000000000001,1.1,-0.36363636363636354,-17.41462444362623,buy_protocol_sell_market,12.604974968690888
0.7000000000000001,1.2000000000000002,-0.41666666666666663,-18.746763720577228,buy_protocol_sell_market,13.769874013161113
0.7000000000000001,1.3000000000000003,-0.46153846153846156,-19.913650113971133,buy_protocol_sell_market,14.790266451240894
0.7000000000000001,1.4000000000000004,-0.5,-20.942797133534604,buy_protocol_sell_market,15.690211675026202
0.7000000000000001,1.5000000000000004,-0.5333333333333334,-21.85634703332487,buy_protocol_sell_market,16.489072142362076
0.7000000000000001,1.6,-0.5625,-22.672173446238535,buy_protocol_sell_market,17.202477583744958
0.7000000000000001,1.7000000000000002,-0.588235294117647,-23.404786150137323,buy_protocol_sell_market,17.84311618175383
0.7000000000000001,1.8000000000000003,-0.6111111111111112,-24.066044654185077,buy_protocol_sell_market,18.42135857190098
0.7000000000000001,1.9000000000000004,-0.631578947368421,-24.665712503977574,buy_protocol_sell_market,18.945742558852885
0.7000000000000001,2.0000000000000004,-0.65,-25.211886088323734,buy_protocol_sell_market,19.42334808969193
0.7000000000000001,2.1000000000000005,-0.6666666666666667,-25.71132683024204,buy_protocol_sell_market,19.860087740790387
0.7000000000000001,2.2,-0.6818181818181818,-26.169719637102563,buy_protocol_sell_market,20.260932721448885
0.8,0.4,1.0,17.45641568732004,sell_protocol_buy_market,12.641519630865828
0.8,0.5,0.6000000000000001,4.445858872724603,sell_protocol_buy_market,1.2643419861702934
0.8,0.6000000000000001,0.33333333333333304,-2.6216040882902454,buy_protocol_sell_market,0.0
0.8,0.7000000000000001,0.1428571428571428,-6.8830613467871045,buy_protocol_sell_market,2.425408369592371
0.8,0.8,0.0,-9.648911009753828,buy_protocol_sell_market,0.0
0.8,0.9000000000000001,-0.11111111111111116,-11.768257541623806,buy_protocol_sell_market,4.259704258586953
0.8,1.0,-0.19999999999999996,-13.624358925324671,buy_protocol_sell_market,9.290549249884963
0.8,1.1,-0.2727272727272727,-15.249185120719506,buy_protocol_sell_market,10.711390535172924
0.8,1.2000000000000002,-0.3333333333333335,-16.676217931217412,buy_protocol_sell_market,11.959269931974026
0.8,1.3000000000000003,-0.3846153846153847,-17.935549349095933,buy_protocol_sell_market,13.060501605523715
0.8,1.4000000000000004,-0.4285714285714287,-19.052799863840676,buy_protocol_sell_market,14.037489582365636
0.8,1.5000000000000004,-0.4666666666666668,-20.049325253519946,buy_protocol_sell_market,14.908908580598803
0.8,1.6,-0.5,-20.942797133534604,buy_protocol_sell_market,15.690211675026202
0.8,1.7000000000000002,-0.5294117647058825,-21.747828462772947,buy_protocol_sell_market,16.39417727563872
0.8,1.8000000000000003,-0.5555555555555556,-22.476534755282607,buy_protocol_sell_market,17.031399883312925
0.8,1.9000000000000004,-0.5789473684210527,-23.139004352064813,buy_protocol_sell_market,17.61070132246008
0.8,2.0000000000000004,-0.6000000000000001,-23.74368089223223,buy_protocol_sell_market,18.139465195759268
0.8,2.1000000000000005,-0.6190476190476191,-24.297670335836827,buy_protocol_sell_market,18.62390536254021
0.8,2.2,-0.6363636363636364,-24.806986270100918,buy_protocol_sell_market,19.069280448631545
0.9000000000000001,0.4,1.2500000000000004,27.056218892533682,sell_protocol_buy_market,21.036138552733192
0.9000000000000001,0.5,0.8000000000000003,10.589732924061328,sell_protocol_buy_market,6.636898096165399
0.9000000000000001,0.6000000000000001,0.5,1.6449751140269475,sell_protocol_buy_market,0.0
0.9000000000000001,0.7000000000000001,0.2857142857142856,-3.7484317287581432,buy_protocol_sell_market,0.6544716613093515
0.9000000000000001,0.8,0.12500000000000022,-7.248960208450414,buy_protocol_sell_market,2.3222091772118256
0.9000000000000001,0.9000000000000001,0.0,-9.648911009753828,buy_protocol_sell_market,0.0
0.9000000000000001,1.0,-0.09999999999999987,-11.546283878548984,buy_protocol_sell_market,3.7366805769285847
0.9000000000000001,1.1,-0.18181818181818177,-13.233086440771851,buy_protocol_sell_market,8.134907392320663
0.9000000000000001,1.2000000000000002,-0.25,-14.731159765455176,buy_protocol_sell_market,10.258399431464955
0.9000000000000001,1.3000000000000003,-0.3076923076923077,-16.06437294988966,buy_protocol_sell_market,11.424237562277733
0.9000000000000001,1.4000000000000004,-0.3571428571428572,-17.254997582912306,buy_protocol_sell_market,12.465388079590952
0.9000000000000001,1.5000000000000004,-0.40000000000000013,-18.322615552817464,buy_protocol_sell_market,13.39897451046946
0.9000000000000001,1.6,-0.4374999999999999,-19.284007609104297,buy_protocol_sell_market,14.23967090543882
0.9000000000000001,1.7000000000000002,-0.47058823529411764,-20.15339748059214,buy_protocol_sell_market,14.99991530937702
0.9000000000000001,1.8000000000000003,-0.5,-20.942797133534604,buy_protocol_sell_market,15.690211675026202
0.9000000000000001,1.9000000000000004,-0.5263157894736843,-21.662352205132816,buy_protocol_sell_market,16.31943192988345
0.9000000000000001,2.0000000000000004,-0.55,-22.320651240635843,buy_protocol_sell_market,16.89508639087068
0.9000000000000001,2.1000000000000005,-0.5714285714285714,-22.924989391994075,buy_protocol_sell_market,17.423554357572634
0.9000000000000001,2.2,-0.5909090909090908,-23.481588063839027,buy_protocol_sell_market,17.910276183288634
1.0,0.4,1.5,37.785410710125426,sell_protocol_buy_market,30.418359700702617
1.0,0.5,1.0,17.45641568732004,sell_protocol_buy_market,12.641519630865828
1.0,0.6000000000000001,0.6666666666666663,6.413504810734365,sell_protocol_buy_market,2.9849645312013715
1.0,0.7000000000000001,0.4285714285714284,-0.24502215566698146,buy_protocol_sell_market,0.0
1.0,0.8,0.25,-4.5666622540524635,buy_protocol_sell_market,1.3699793965465459
1.0,0.9000000000000001,0.11111111111111094,-7.529564477883851,buy_protocol_sell_market,2.200506201419444
1.0,1.0,0.0,-9.648911009753828,buy_protocol_sell_market,0.0
1.0,1.1,-0.09090909090909094,-11.366328403783303,buy_protocol_sell_market,3.3254535262865264
1.0,1.2000000000000002,-0.16666666666666685,-12.91158922329048,buy_protocol_sell_market,7.2227187596949
1.0,1.3000000000000003,-0.23076923076923084,-14.3001209163523,buy_protocol_sell_market,9.881474321502933
1.0,1.4000000000000004,-0.2857142857142859,-15.549390290749496,buy_protocol_sell_market,10.97390716670215
1.0,1.5000000000000004,-0.3333333333333335,-16.676217931217412,buy_protocol_sell_market,11.959269931974026
1.0,1.6,-0.375,-17.695804872947615,buy_protocol_sell_market,12.850855274982809
1.0,1.7000000000000002,-0.41176470588235303,-18.621493203594888,buy_protocol_sell_market,13.660330282968715
1.0,1.8000000000000003,-0.44444444444444453,-19.46483178894107,buy_protocol_sell_market,14.397793947040809
1.0,1.9000000000000004,-0.47368421052631593,-20.235756063181572,buy_protocol_sell_market,15.071934381122988
1.0,2.0000000000000004,-0.5000000000000001,-20.942797133534604,buy_protocol_sell_market,15.690211675026202
1.0,2.1000000000000005,-0.523809523809524,-21.593283998713815,buy_protocol_sell_market,16.259034725887698
1.0,2.2,-0.5454545454545454,-22.193525018316933,buy_protocol_sell_market,16.783919925420197
1.1,0.4,1.75,44.56174238439388,sell_protocol_buy_market,36.34397305731488
1.1,0.5,1.2000000000000002,25.045907162500715,sell_protocol_buy_market,19.278206590271562
1.1,0.6000000000000001,0.833333333333333,11.683985001832061,sell_protocol_buy_market,7.593774919677579
1.1,0.7000000000000001,0.5714285714285712,3.6271673724864173,sell_protocol_buy_market,0.548431147983637
1.1,0.8,0.375,-1.6020171465600161,buy_protocol_sell_market,0.0
1.1,0.9000000000000001,0.2222222222222221,-5.18712883739599,buy_protocol_sell_market,1.9125509898989164
1.1,1.0,0.10000000000000009,-7.751538140958636,buy_protocol_sell_market,2.077508837077154
1.1,1.1,0.0,-9.648911009753828,buy_protocol_sell_market,0.0
1.1,1.2000000000000002,-0.08333333333333348,-11.217506304723383,buy_protocol_sell_market,2.994107988533681
1.1,1.3000000000000003,-0.15384615384615397,-12.642793248483887,buy_protocol_sell_market,6.486316833230273
1.1,1.4000000000000004,-0.21428571428571452,-13.935977987352244,buy_protocol_sell_market,9.563046843699231
1.1,1.5000000000000004,-0.26666666666666683,-15.110132388719814,buy_protocol_sell_market,10.589794845112527
1.1,1.6,-0.3125,-16.178188925064582,buy_protocol_sell_market,11.523764783658196
1.1,1.7000000000000002,-0.3529411764705883,-17.15211563178118,buy_protocol_sell_market,12.37542219641379
1.1,1.8000000000000003,-0.38888888888888895,-18.04263872150201,buy_protocol_sell_market,13.154146699356751
1.1,1.9000000000000004,-0.42105263157894746,-18.859215926211057,buy_protocol_sell_market,13.86820867617866
1.1,2.0000000000000004,-0.45000000000000007,-19.610118570928464,buy_protocol_sell_market,14.524841048225781
1.1,2.1000000000000005,-0.4761904761904763,-20.302554155996013,buy_protocol_sell_market,15.130346467485362
1.1,2.2,-0.5,-20.942797133534604,buy_protocol_sell_market,15.690211675026202
1.2000000000000002,0.4,2.0000000000000004,44.56174238439388,sell_protocol_buy_market,36.34397305731488
1.2000000000000002,0.5,1.4000000000000004,33.358207349603376,sell_protocol_buy_market,26.54695897438262
1.2000000000000002,0.6000000000000001,1.0,17.45641568732004,sell_protocol_buy_market,12.641519630865828
1.2000000000000002,0.7000000000000001,0.7142857142857144,7.868136855702054,sell_protocol_buy_market,4.256978282734169
1.2000000000000002,0.8,0.5000000000000002,1.6449751140269475,sell_protocol_buy_market,0.0
1.2000000000000002,0.9000000000000001,0.3333333333333335,-2.6216040882902454,buy_protocol_sell_market,0.0
1.2000000000000002,1.0,0.20000000000000018,-5.673463094182985,buy_protocol_sell_market,2.337829578126554
1.2000000000000002,1.1,0.09090909090909105,-7.931493615724354,buy_protocol_sell_market,1.960173213718713
1.2000000000000002,1.2000000000000002,0.0,-9.648911009753828,buy_protocol_sell_market,0.0
1.2000000000000002,1.3000000000000003,-0.07692307692307687,-11.092389946284385,buy_protocol_sell_market,2.72171163360267
1.2000000000000002,1.4000000000000004,-0.14285714285714302,-12.414760672720552,buy_protocol_sell_market,5.880576507558718
1.2000000000000002,1.5000000000000004,-0.20000000000000007,-13.624358925324671,buy_protocol_sell_market,9.290549249884965
1.2000000000000002,1.6,-0.2499999999999999,-14.731159765455155,buy_protocol_sell_market,10.25839943146494
1.2000000000000002,1.7000000000000002,-0.2941176470588235,-15.745264765151052,buy_protocol_sell_market,11.145191049712286
1.2000000000000002,1.8000000000000003,-0.33333333333333326,-16.676217931217412,buy_protocol_sell_market,11.959269931974026
1.2000000000000002,1.9000000000000004,-0.368421052631579,-17.5327317942213,buy_protocol_sell_market,12.708254815050502
1.2000000000000002,2.0000000000000004,-0.4,-18.322615552817464,buy_protocol_sell_market,13.39897451046946
1.2000000000000002,2.1000000000000005,-0.4285714285714286,-19.052799863840676,buy_protocol_sell_market,14.037489582365636
1.2000000000000002,2.2,-0.4545454545454545,-19.729404409492037,buy_protocol_sell_market,14.629151432106648
1.3000000000000003,0.4,2.2500000000000004,44.56174238439388,sell_protocol_buy_market,36.34397305731488
1.3000000000000003,0.5,1.6000000000000005,42.39331624862799,sell_protocol_buy_market,34.44777678319896
1.3000000000000003,0.6000000000000001,1.1666666666666665,23.73079686719824,sell_protocol_buy_market,18.128198664766067
1.3000000000000003,0.7000000000000001,0.8571428571428572,12.477886293979946,sell_protocol_buy_market,8.288007777028248
1.3000000000000003,0.8,0.6250000000000002,5.174314527708446,sell_protocol_buy_market,1.9013454220060972
1.3000000000000003,0.9000000000000001,0.4444444444444444,0.16700976943340162,sell_protocol_buy_market,0.0
1.3000000000000003,1.0,0.30000000000000027,-3.4146858694268185,buy_protocol_sell_market,0.36262512592245544
1.3000000000000003,1.1,0.1818181818181821,-6.064735578735807,buy_protocol_sell_market,2.4363460876898073
1.3000000000000003,1.2000000000000002,0.08333333333333326,-8.080315714784255,buy_protocol_sell_market,1.8510498564711144
1.3000000000000003,1.3000000000000003,0.0,-9.648911009753828,buy_protocol_sell_market,0.0
1.3000000000000003,1.4000000000000004,-0.07142857142857151,-10.985738346854403,buy_protocol_sell_market,2.49399570262537
1.3000000000000003,1.5000000000000004,-0.13333333333333341,-12.218897541031948,buy_protocol_sell_market,5.374355430860873
